%22Big%22_Donnie_MacLeod Progressive_Conservative_Association_of_Nova_Scotia
Cecil_Parkinson Conservative_Party_(UK)
Cecil_Poole_(politician) Labor_Party_(UK)
Cecil_R._Blair Democratic_Party_(United_States)
Cecil_R._King Democratic_Party_(United_States)
Cecil_Roberts_(Queensland_politician) Country_Party_of_Australia_(1920)
Cecil_Smith_(politician) Progressive_Conservative_Party_of_Canada
Cecil_Staton Republican_Party_(United_States)
Cecil_Thomas_(politician) Democratic_Party_(United_States)
Cecil_Wingfield National_Party_of_Australia
Cecile_B._Kremer Republican_Party_(United_States)
Cecile_Bledsoe Republican_Party_(United_States)
Cecile_Richards Democratic_Party_(United_States)
Cecilia_Bannerman New_Patriotic_Party
Cecilia_Caballero_Blanco Colombian_Liberal_Party
Cecilia_Kadzamira Malawi_Congress_Party
Cecilia_Keaveney Fianna_Fáil
Cecilia_López_Montaño Colombian_Liberal_Party
Cecilia_Malmström Liberal_People's_Party_(Sweden)
Cecilia_Morel National_Renewal_(Chile)
Cecilia_Muñoz Democratic_Party_(United_States)
Cecilia_Muñoz-Palma United_Nationalists_Democratic_Organizations
Cecilia_Tkaczyk Democratic_Party_(United_States)
Cecilia_Tkaczyk Women's_Equality_Party_(New_York)
Cecilia_Wigström Liberal_People's_Party_(Sweden)
Cecilia_Wikström Group_of_the_Alliance_of_Liberals_and_Democrats_for_Europe
Cecilia_Wikström Liberal_People's_Party_(Sweden)
Cecilio_Báez Liberal_Party_(Paraguay)
Cedric_Cox British_Columbia_New_Democratic_Party
Cedric_Foo People's_Action_Party
Cedric_Glover Democratic_Party_(United_States)
Cedric_Lee_Hayden Republican_Party_(United_States)
Cedric_Richmond Democratic_Party_(United_States)
Cedric_Ross_Hayden Republican_Party_(United_States)
Cedric_Wilson Northern_Ireland_Unionist_Party
Cedric_Wilson UK_Unionist_Party
Cees_Veerman Christian_Democratic_Appeal
Cees_Veerman Christian_Historical_Union
Cees_van_der_Knaap Christian_Democratic_Appeal
Ceferino_Arroyo Lakas_Kampi_CMD
Celal_Adan Democratic_Party_(Turkey,_current)
Celal_Adan Nationalist_Movement_Party
Celal_Adan True_Path_Party
Cele_Hahn Republican_Party_(United_States)
Celeste_Riley Democratic_Party_(United_States)
Celestine_Omehia Rivers_State_People's_Democratic_Party
Celestino_Iriarte_Miró Union_of_Puerto_Rico
Celestino_Iriarte_Miró Alianza_Puertorriqueña
Celestino_Iriarte_Miró Republican_Union_(Puerto_Rico)
Celestino_Rocha_da_Costa Movement_for_the_Liberation_of_São_Tomé_and_Príncipe
Celia_Barlow Labour_Party_(UK)
Celia_Thomas,_Baroness_Thomas_of_Winchester Liberal_Democrats_(UK)
Celia_Wade-Brown Green_Party_of_Aotearoa_New_Zealand
Celia_Wade-Brown Alliance_(New_Zealand_political_party)
Celina_Caesar-Chavannes Liberal_Party_of_Canada
Celina_Kombani Chama_Cha_Mapinduzi
Cellou_Dalein_Diallo Union_of_Democratic_Forces_of_Guinea
Celso_Jaque Front_for_Victory
Celso_Jaque Justicialist_Party
Celso_Lobregat Laban_ng_Demokratikong_Pilipino
Celso_Peçanha Liberal_Front_Party_(Brazil)
Celso_Peçanha Social_Democratic_Party_(Brazil,_1945-65)
Celso_Peçanha Brazilian_Democratic_Movement
Celso_Peçanha Brazilian_Labour_Party_(historical)
Celso_Pitta Progressive_Party_of_Brazil
Celso_Pitta Brazilian_Labour_Party_(current)
Celâl_Bayar Committee_of_Union_and_Progress
Celâl_Bayar Democratic_Party_(Turkey,_historical)
Celâl_Bayar Republican_People's_Party_(Turkey)
Cem_Toker Liberal_Democratic_Party_(Turkey)
Cem_Özdemir Alliance_'90/The_Greens
Cemal_Gürsel Independent_politician
Cemil_Çiçek Justice_and_Development_Party_(Turkey)
Cemile_Giousouf Christian_Democratic_Union_(Germany)
Cen_Chunxuan Kuomintang
Cen_Xu Communist_Party_of_China
Cenap_Aşçı Independent_(politician)
Cenk_Uygur Independent_politician
Cenk_Uygur Republican_Party_(United_States)
Cesar_A._Perales Democratic_Party_(United_States)
Cesar_Chavez_(politician) Democratic_Party_(United_States)
Cesar_Climaco Liberal_Party_(Philippines)
Cesar_Maia Democratic_Labour_Party_(Brazil)
Cesar_Maia Democrats_(Brazil)
Cesar_Maia Brazilian_Communist_Party
Cesar_Maia Brazilian_Democratic_Movement_Party
Cesar_Maia Brazilian_Labour_Party_(current)
Cesar_Melhem Australian_Labor_Party
Cesar_Virata Kilusang_Bagong_Lipunan
Cesare_Alfieri_di_Sostegno Moderate_Party_(Italy)
Cesare_Balbo Moderate_Party_(Italy)
Cesare_Damiano Democratic_Party_(Italy)
Cesare_Merzagora Christian_Democracy_(Italy)
Cesare_Merzagora Independent_politician
Cesare_Merzagora Italian_Liberal_Party
Cesare_Mori National_Fascist_Party
Cesare_Previti Forza_Italia
Cesare_Previti Italian_Social_Movement
Cesare_Previti New_Centre-right
Cesare_Salvi Democrats_of_the_Left
Cesare_Terranova Independent_Left_(Italy)
Cesim_Gökçe Justice_and_Development_Party_(Turkey)
Cesáreo_Sanz_Escartín Carlism
Cevdet_Sunay Independent_politician
Cevdet_Yılmaz Justice_and_Development_Party_(Turkey)
Cezary_Grabarczyk Civic_Platform
Cezmi_Kartay Social_Democratic_Populist_Party_(Turkey)
Cezmi_Kartay SODEP
Ch._Chhunga Mizo_Union
Ch_Muhammad_Saqlain Pakistan_Tehreek-e-Insaf
Chad_A._Lupinacci Republican_Party_(United_States)
Chad_Anderson_(politician) Republican_Party_of_Minnesota
Chad_Barefoot North_Carolina_Republican_Party
Chad_Brown_(politician) Democratic_Party_(United_States)
Chad_Campbell_(politician) Democratic_Party_(United_States)
Chad_Causey Democratic_Party_(United_States)
Chad_Connelly Republican_Party_(United_States)
Chad_Fincher Republican_Party_(United_States)
Chad_Hays Republican_Party_(United_States)
Chad_Magendanz Republican_Party_(United_States)
Chad_Mayes California_Republican_Party
Chad_McMahan Republican_Party_(United_States)
Chad_Taylor_(politician) Democratic_Party_(United_States)
Chad_Weininger Republican_Party_(United_States)
Chadalawada_Krishnamurthy Telugu_Desam_Party
Chadayan_Govindan Communist_Party_of_India_(Marxist)
Chadli_Bendjedid National_Liberation_Front_(Algeria)
Chafik_Rachadi National_Rally_of_Independents
Chaganla_Narendranath Telangana_Rashtra_Samithi
Chahhyaben_Bhuva Bhartiya_Janata_Party
Chaim_Deutsch Democratic_Party_(United_States)
Chaim_Herzog Alignment_(political_party)
Chaim_Levanon General_Zionists
Chaim_Weizmann General_Zionists
Chaitanya_Lakshman Fiji_Labour_Party
Chaka_Fattah Democratic_Party_(United_States)
Chakufwa_Chihana Alliance_for_Democracy_(Malawi)
Chalerm_Yubamrung Pheu_Thai_Party
Chalmers_Wylie Republican_Party_(United_States)
Cham_Prasidh Cambodian_People's_Party
Chamal_Rajapaksa Sri_Lanka_Freedom_Party
Chamlong_Srimuang Palang_Dharma_Party
Champ_Clark Democratic_Party_(United_States)
Champ_Edmunds Republican_Party_(United_States)
Champika_Premadasa United_National_Party
Champika_Ranawaka Jathika_Hela_Urumaya
Chan_Choi-hi New_Century_Forum
Chan_Chun-po Kuomintang
Chan_Chun_Sing People's_Action_Party
Chan_Ho-tin Hong_Kong_National_Party
Chan_Kam-lam Democratic_Alliance_for_the_Betterment_and_Progress_of_Hong_Kong
Chan_Kong_Choy Barisan_Nasional
Chan_Kong_Choy Malaysian_Chinese_Association
Chan_Kwok-keung Hong_Kong_Federation_of_Trade_Unions
Chan_Kwok-keung Democratic_Alliance_for_Betterment_of_Hong_Kong
Chan_Meng_Kam United_Citizens_Association_of_Macau
Chan_Nyein Union_Solidarity_and_Development_Party
Chan_Santokhi Progressive_Reform_Party_(Suriname)
Chan_Seng_Khai Sarawak_United_Peoples'_Party
Chan_Soo_Sen People's_Action_Party
Chan_Sy Cambodian_People's_Party
Chan_Wing-chan Hong_Kong_Federation_of_Trade_Unions
Chan_Wing-chan Democratic_Alliance_for_the_Betterment_of_Hong_Kong
Chan_Yat-sen Federation_for_the_Stability_of_Hong_Kong
Chan_Ying-lun Progressive_Hong_Kong_Society
Chan_Ying-lun Hong_Kong_Democratic_Foundation
Chan_Yuen-han Hong_Kong_Federation_of_Trade_Unions
Chan_Yung New_Territories_Association_of_Societies
Chan_Yung Democratic_Alliance_for_the_Betterment_and_Progress_of_Hong_Kong
Chanaka_Amaratunga Liberal_Party_of_Sri_Lanka
Chancy_Croft Democratic_Party_(United_States)
Chandan_Mal_Baid Indian_National_Congress
Chandan_Mitra Bharatiya_Janata_Party
Chander_Kumar Indian_National_Congress
Chander_Kumar__INC-politician-stub__1 Indian_National_Congress
Chandima_Gamage United_National_Party
Chandima_Weerakkody United_People's_Freedom_Alliance
Chandler_J._Wells Republican_Party_(United_States)
Chandler_Woodcock Republican_Party_(United_States)
Chandra_Arya Liberal_Party_of_Canada
Chandra_Bhanu_Gupta Indian_National_Congress
Chandra_Bhanu_Gupta__INC-politician-stub__1 Indian_National_Congress
Chandra_Bhushan_Singh Samajwadi_Party
Chandra_Dillard Democratic_Party_(United_States)
Chandra_Gunasekera Lanka_Sama_Samaja_Party
Chandra_Maharjan Nepali_Congress
Chandra_Mohan_Patowary Asom_Gana_Parishad
Chandra_Mohan_Patowary Bharatiya_Janata_Party
Chandra_Mohan_Sharma Aam_Aadmi_Party
Chandra_Prakash_Joshi Bharatiya_Janata_Party
Chandra_Prakash_Mainali Communist_Party_of_Nepal_(Marxist-Leninist)_(2002)
Chandra_Sekhar_Sahu Indian_National_Congress
Chandra_Sekhar_Sahu__INC-politician-stub__1 Indian_National_Congress
Chandra_Shekhar Samajwadi_Janata_Party_(Rashtriya)
Chandra_Tripathi Indian_National_Congress
Chandrabhan_Singh Indian_National_Congress
Chandradeo_Prasad_Rajbhar Samajwadi_Party
Chandradip_Narke Shiv_Sena
Chandrakant_Bacchu_Patil Bhartiya_Janata_Party
Chandrakant_Baliram_Sonawane Shiv_Sena
Chandrakant_Kavlekar Indian_National_Congress
Chandrakant_Kavlekar__INC-politician-stub__1 Indian_National_Congress
Chandrakant_Khaire Shiv_Sena
Chandrakant_Mokate Shiv_Sena
Chandrakant_Raghunath_Patil Bharatiya_Janata_Party
Chandranath_Singha All_India_Trinamool_Congress
Chandrani_Bandara_Jayasinghe United_National_Party
Chandrapal_Singh_Yadav Samajwadi_Party
Chandrapratap_Singh Bharatiya_Janata_Party
Chandrasekhar_Singh Communist_Party_of_India
Chandrasena_Wijesinghe Janatha_Vimukthi_Peramuna
Chandrashekhar_Bawankule Bharatiya_Janata_Party
Chandrashekhar_Singh Indian_National_Congress
Chandrasiri_Gajadeera Communist_Party_of_Sri_Lanka
Chandresh_Kumari_Katoch Indian_National_Congress
Chandresh_Kumari_Katoch__INC-politician-stub__1 Indian_National_Congress
Chandrika_Kumaratunga Sri_Lanka_Freedom_Party
Chandrima_Bhattacharya All_India_Trinamool_Congress
Chang_Chau-hsiung People_First_Party_(Republic_of_China)
Chang_Chi-yun Kuomintang
Chang_Chia-juch Kuomintang
Chang_Chun-hsiung Democratic_Progressive_Party
Chang_Deok-soo Korea_Democratic_Party
Chang_Fu-hsing Kuomintang
Chang_Hsien-yao Kuomintang
Chang_Hung-lu Democratic_Progressive_Party
Chang_King-yuh Kuomintang
Chang_Li-sheng Kuomintang
Chang_San-cheng Independent_politician
Chang_Sheng-ford Kuomintang
Chang_Sho-wen People_First_Party_(Republic_of_China)
Chang_Tong-rong Kuomintang
Chang_Wanquan Communist_Party_of_China
Chang_Wen-ing Democratic_Progressive_Party
Chang_Xiaobing Communist_Party_of_China
Changez_Marri Pakistan_Muslim_League_(N)
Channing_H._Cox Republican_Party_(United_States)
Chansey_Paech Australian_Labor_Party
Chantal_Bourragué Union_for_a_Popular_Movement
Chantal_Brunel Union_for_a_Popular_Movement
Chantal_Brunel__France-politician-UMP-stub__1 Union_for_a_Popular_Movement
Chantal_Cauquil Revolutionary_Communist_League_(France)
Chantal_Cauquil Workers'_Struggle
Chantal_Galladé Social_Democratic_Party_of_Switzerland
Chantal_Jouanno Union_of_Democrats_and_Independants
Chantal_Nijkerken-de_Haan People's_Party_for_Freedom_and_Democracy
Chantal_Petitclerc Independent_politician
Chantal_Rossi Équipe_Denis_Coderre_pour_Montréal
Chantal_Rossi Union_Montreal
Chantal_Rouleau Équipe_Denis_Coderre
Chantal_Rouleau Vision_Montréal
Chantal_Soucy Coalition_Avenir_Québec
Chao_Shou-Po Kuomintang
Chaovarat_Chanweerakul Bhumjaithai_Party
Chap_Petersen Democratic_Party_(United_States)
Chapin_Hall Republican_Party_(United_States)
Chapin_Rose Republican_Party_(United_States)
Chapman_Freeman Republican_Party_(United_States)
Charan_Das_Mahant Indian_National_Congress
Charan_Jeath_Singh National_Federation_Party
Charan_Singh Janata_Party_(Secular)
Charan_Waghmare Bhartiya_Janata_Party
Charanjit_Kaur_Bajwa Indian_National_Congress
Charanjit_Singh_Atwal Shiromani_Akali_Dal
Charanjit_Singh_Channi Indian_National_Congress_Party
Charee_Pineda Nationalist_People's_Coalition
Charilaos_Florakis Communist_Party_of_Greece
Charisse_Millett Republican_Party_(United_States)
Charity_Ngilu National_Rainbow_Coalition
Charlene_Barshefsky Democratic_Party_(United_States)
Charlene_Fernandez United_States_Democratic_Party
Charlene_Fite Republican_Party_(United_States)
Charlene_Johnson Progressive_Conservative_Party_of_Newfoundland_and_Labrador
Charlene_Lima Democratic_Party_(United_States)
Charlene_Marshall Democratic_Party_(United_States)
Charlene_Pesquiera Democratic_Party_(United_States)
Charles-Aimé_Kirkland Quebec_Liberal_Party
Charles-André_Hamelin Progressive_Conservative_Party_of_Canada
Charles-Antoine-Ernest_Gagnon Quebec_Liberal_Party
Charles-Borromée_Genest Conservative_Party_of_Quebec_(historical)
Charles-Christophe_Malhiot Liberal_Party_of_Canada
Charles-Eugène_Dionne Social_Credit_Party_of_Canada
Charles-Eugène_Dionne Ralliement_créditiste
Charles-Eugène_Panet Liberal_Party_of_Canada
Charles-Eugène_Pouliot Liberal_Party_of_Canada
Charles-Ferdinand_Nothomb Centre_démocrate_humaniste
Charles-François_Roy Conservative_Party_of_Canada_(1867–1942)
Charles-Joseph_Coursol Tory
Charles-Mathias_Simons Independent_(politician)
Charles-Napoléon_Dorion Conservative_Party_of_Canada_(historic)
Charles-Noël_Barbès Liberal_Party_of_Canada
Charles-Philippe_Beaubien Conservative_Party_of_Canada_(1867–1942)
Charles-Séraphin_Rodier_Jr Conservative_Party_of_Canada_(historical)
Charles-Édouard_Campeau Progressive_Conservative_Party_of_Canada
Charles-Édouard_Ferland Liberal_Party_of_Canada
Charles-Édouard_Houde Conservative_Party_of_Quebec_(historical)
Charles-Émile_Loo Socialist_Party_(France)
Charles_%22Bubba%22_Chaney Democratic_Party_(United_States)
Charles_%22Buffalo%22_Jones Independent_(politics)
Charles_A'Court Liberal_Party_(UK)
Charles_A._Boutelle Republican_Party_(United_States)
Charles_A._Burns Republican_Party_(United_States)
Charles_A._Busiel New_Hampshire_Republican_Party
Charles_A._Christopherson Republican_Party_(United_States)
Charles_A._Cogswell Democratic_Party_(United_States)
Charles_A._Crosby Progressive_Conservative_Association_of_Nova_Scotia
Charles_A._Crow Republican_Party_(United_States)
Charles_A._Cummings Democratic_Party_(United_States)
Charles_A._Eldredge Democratic_Party_(United_States)
Charles_A._Foote Democratic-Republican_Party
Charles_A._Gilman Republican_Party_(United_States)
Charles_A._Halleck Republican_Party_(United_States)
Charles_A._Kading Republican_Party_(United_States)
Charles_A._Marvin Democratic_Party_(United_States)
Charles_A._McClenahan Republican_Party_(United_States)
Charles_A._Mobley Republican_Party_(United_States)
Charles_A._Mooney United_States_Democratic_Party
Charles_A._Pascal_Jr. Democratic_Party_(United_States)
Charles_A._Perkins Republican_Party_(United_States)
Charles_A._Phelps Know_Nothing
Charles_A._Phelps Republican_Party_(United_States)
Charles_A._Prouty Republican_Party_(United_States)
Charles_A._Rawson Republican_Party_(United_States)
Charles_A._Scofield Republican_Party_(United_States)
Charles_A._Sprague United_States_Republican_Party
Charles_A._Stevens Republican_Party_(United_States)
Charles_A._Stott Republican_Party_(United_States)
Charles_A._Templeton Republican_Party_(United_States)
Charles_A._Wickliffe Democratic-Republican_Party
Charles_A._Wickliffe Whig_Party_(United_States)
Charles_A._Wickliffe Unionist_Party_(United_States)
Charles_A._Wolverton Republican_Party_(United_States)
Charles_A._Woodward Liberal_Party_of_British_Columbia
Charles_Abbot,_1st_Baron_Colchester Tory_(British_political_party)
Charles_Abbot,_2nd_Baron_Colchester Conservative_Party_(UK)
Charles_Abbott,_1st_Baron_Tenterden Tory_(political_faction)
Charles_Abel People's_National_Congress_Party
Charles_Adams_Mosher Republican_Party_(United_States)
Charles_Adderley,_1st_Baron_Norton Conservative_Party_(UK)
Charles_Addison_Russell Republican_Party_(United_States)
Charles_Adermann Australian_Country_Party_(1920)
Charles_Alan_Wright Republican_Party_(United_States)
Charles_Albert_Plumley Republican_Party_(United_States)
Charles_Albright_(congressman) Republican_Party_(United_States)
Charles_Alexander_(politician) Quebec_Liberal_Party
Charles_Alexander_Best Progressive_Conservative_Party_of_Canada
Charles_Alexander_Magrath Conservative_Party_of_Canada_(1867–1942)
Charles_Allan_Smart Conservative_Party_of_Quebec_(historical)
Charles_Allen_(Massachusetts_politician) Free_Soil_Party
Charles_Allen_(Massachusetts_politician) Republican_Party_(United_States)
Charles_Allen_(Washington,_D.C._politician) Democratic_Party_(United_States)
Charles_Allen_Culberson Texas_Democratic_Party
Charles_Alphonse_Pantaléon_Pelletier Liberal_Party_of_Canada
Charles_Alvin_Jones Democratic_Party_(United_States)
Charles_Anderson_(Canadian_politician) Progressive_Conservative_Party_of_Ontario
Charles_Anderson_(governor) Whig_Party_(United_States)
Charles_Anderson_(governor) United_States_Republican_Party
Charles_Anding Democratic_Party_(United_States)
Charles_Anson_Bond Republican_Party_(United_States)
Charles_Anthony_(politician) Whig_Party_(United_States)
Charles_Arbuthnot Tory_(political_faction)
Charles_Arkoll_Boulton Liberal-Conservative_Party
Charles_Armstrong_(politician) Democratic_Party_(United_States)
Charles_Arthur_Anderson Democratic_Party_(United_States)
Charles_Arthur_Gauvreau Liberal_Party_of_Canada
Charles_Aubrey_Eaton New_Jersey_Republican_State_Committee
Charles_August_Lindbergh Republican_Party_(United_States)
Charles_August_Sulzer Democratic_Party_(United_States)
Charles_Augustus_Barnitz Anti-Masonic_Party
Charles_Augustus_Wheaton Republican_Party_of_Minnesota
Charles_Aurelius_Smith Democratic_Party_(United_States)
Charles_Austin_Tweed Whig_Party_(United_States)
Charles_Austin_Tweed Republican_Party_(United_States)
Charles_Avery_Dunning Saskatchewan_Liberal_Party
Charles_Avila_Séguin Progressive_Conservative_Party_of_Ontario
Charles_B._Anderson,_Jr. Democratic_Party_(United_States)
Charles_B._Benedict Democratic_Party_(United_States)
Charles_B._Clark Republican_Party_(United_States)
Charles_B._Deane Democratic_Party_(United_States)
Charles_B._Farwell Republican_Party_(United_States)
Charles_B._Harrison Liberal_Party_of_New_Brunswick
Charles_B._Lore Democratic_Party_(United_States)
Charles_B._McClintock United_States_Republican_Party
Charles_B._McLaughlin Democratic_Party_(United_States)
Charles_B._Mitchel Democratic_Party_(United_States)
Charles_B._Moores Oregon_Republican_Party
Charles_B._Peatross Democratic_Party_(United_States)
Charles_B._Warren Republican_Party_(United_States)
