%22Big%22_Donnie_MacLeod Progressive_Conservative_Association_of_Nova_Scotia
Carlo_Rossi_(politician) Liberal_Party_of_Canada
Carlo_Scognamiglio Democratic_Union_for_the_Republic
Carlo_Scognamiglio Italian_Liberal_Party_(1997)
Carlo_Scognamiglio Italian_Liberal_Party
Carlo_Scognamiglio Union_of_the_Centre_(1993)
Carlo_Scognamiglio The_Liberals_(Italy)
Carlo_Scorza National_Fascist_Party
Carlo_Sforza Italian_Republican_Party
Carlo_Trigilia Democratic_Party_(Italy)
Carlos_A._Giménez Republican_Party_(United_States)
Carlos_A._Madrazo Institutional_Revolutionary_Party
Carlos_Afu Democratic_Revolutionary_Party
Carlos_Agostinho_do_Rosário FRELIMO
Carlos_Alberto_Baena Independent_Movement_of_Absolute_Renovation
Carlos_Albán_Holguín Colombian_Conservative_Party
Carlos_Aldunate_Solar Conservative_Party_(Chile)
Carlos_Andrés_Pérez Democratic_Action
Carlos_Argüello_Gomez FSLN
Carlos_Arias_Navarro People's_Party_(Spain)
Carlos_Arias_Navarro Popular_Alliance_(Spain)
Carlos_Arias_Navarro Falange
Carlos_Beruff Republican_Party_(United_States)
Carlos_Bianchi_Angleró Popular_Democratic_Party_of_Puerto_Rico
Carlos_Bilbao Republican_Party_(United_States)
Carlos_Brandão Brazilian_Social_Democracy_Party
Carlos_Bruce Possible_Peru
Carlos_Camacho Republican_Party_of_Guam
Carlos_Carrizosa_Torres Citizens_–_Party_of_the_Citizenry
Carlos_Carvalhas Portuguese_Communist_Party
Carlos_Cascos Republican_Party_(United_States)
Carlos_Castillo_Armas National_Liberation_Movement_(Guatemala)
Carlos_Cat National_Party_(Uruguay)
Carlos_Cheppi Front_for_Victory
Carlos_Cisneros Democratic_Party_(United_States)
Carlos_Coolidge United_States_Whig_Party
Carlos_Correia African_Party_for_the_Independence_of_Guinea_and_Cape_Verde
Carlos_Curbelo_(politician) Republican_Party_(United_States)
Carlos_César Socialist_Party_(Portugal)
Carlos_Delgado_Altieri Popular_Democratic_Party_of_Puerto_Rico
Carlos_Duque Democratic_Revolutionary_Party
Carlos_Dávila Socialist_Party_of_Chile
Carlos_Dávila_López New_Progressive_Party_of_Puerto_Rico
Carlos_Díaz_(politician) New_Progressive_Party_of_Puerto_Rico
Carlos_Díaz_Olivo New_Progressive_Party_of_Puerto_Rico
Carlos_E._Giménez For_Social_Democracy
Carlos_Echazarreta_Iñiguez Regionalist_Party_of_the_Independents
Carlos_Echeverri_Cortés Colombian_Conservative_Party
Carlos_Eduardo_Guevara_Villabón Independent_Movement_of_Absolute_Renovation
Carlos_Eduardo_Medellín_Becerra Colombian_Liberal_Party
Carlos_Enrique_Meyer Justicialist_Party
Carlos_Escarrá United_Socialist_Party_of_Venezuela
Carlos_Escarrá Fifth_Republic_Movement
Carlos_Escarrá Communist_Party_of_Venezuela
Carlos_Eugenio_Restrepo Colombian_Conservative_Party
Carlos_Fernando_Chardón__Carlos_Fernando_Chardón__1 New_Progressive_Party_of_Puerto_Rico
Carlos_Ferrero Perú_Posible
Carlos_Filizzola Party_for_a_Country_of_Solidarity
Carlos_Galvão_de_Melo CDS_–_People's_Party
Carlos_Garaikoetxea Eusko_Alkartasuna
Carlos_Garaikoetxea Basque_Nationalist_Party
Carlos_García_Portela Popular_Democratic_Party_of_Puerto_Rico
Carlos_García_y_García Change_90
Carlos_Gaviria_Díaz Alternative_Democratic_Pole
Carlos_Gomes_Júnior African_Party_for_the_Independence_of_Guinea_and_Cape_Verde
Carlos_Gonzalez_(legislator) Democratic_Party_(United_States)
Carlos_Gutierrez Republican_Party_(United_States)
Carlos_Henriquez Democratic_Party_(United_States)
Carlos_Hevia Partido_Auténtico
Carlos_Holguín_Mallarino Colombian_Conservative_Party
Carlos_Holguín_Sardi Colombian_Conservative_Party
Carlos_Humberto_Perette Radical_Civic_Union
Carlos_Ibarguren Democratic_Progressive_Party_(Argentina)
Carlos_Ibáñez_del_Campo Independent_politician
Carlos_Isagani_Zarate Bayan_Muna
Carlos_Iturgaiz People's_Party_(Spain)
Carlos_J._Torres_Torres New_Progressive_Party_of_Puerto_Rico
Carlos_Joaquín_González National_Action_Party_(Mexico)
Carlos_Joaquín_González Party_of_the_Democratic_Revolution
Carlos_Johnny_Méndez New_Progressive_Party_of_Puerto_Rico
Carlos_Julio_Arosemena_Monroy Ecuadorian_Radical_Liberal_Party
Carlos_Keller National_Socialist_Movement_of_Chile
Carlos_Lacerda National_Democratic_Union_(Brazil)
Carlos_Larraín National_Party_(Chile,_1966–94)
Carlos_Larraín National_Renewal_(Chile)
Carlos_Leitão Quebec_Liberal_Party
Carlos_Lemos_Simmonds Colombian_Liberal_Party
Carlos_Lleras_Restrepo Colombian_Liberal_Party
Carlos_Loret_de_Mola_Mediz Institutional_Revolutionary_Party
Carlos_Lozano_de_la_Torre Institutional_Revolutionary_Party
Carlos_Luz Brazilian_Social_Democracy_Party
Carlos_López-Cantera Republican_Party_(United_States)
Carlos_López_Bonilla Popular_Democratic_Party_of_Puerto_Rico
Carlos_López_Rivera Popular_Democratic_Party_of_Puerto_Rico
Carlos_M._García_Zambrana Puerto_Rican_Independence_Party
Carlos_M._Gonzalez Democratic_Party_(United_States)
Carlos_Manuel_Pazo_Torrado Communist_Party_of_Cuba
Carlos_Mariani Minnesota_Democratic–Farmer–Labor_Party
Carlos_Martínez_Gorriarán Union,_Progress_and_Democracy
Carlos_María_Abascal_Carranza National_Action_Party_(Mexico)
Carlos_Mata_Figueroa United_Socialist_Party_of_Venezuela
Carlos_Menchaca Democratic_Party_(United_States)
Carlos_Mendoza_Davis National_Action_Party_(Mexico)
Carlos_Menem Justicialist_Party
Carlos_Minc Workers'_Party_(Brazil)
Carlos_Moedas Social_Democratic_Party_(Portugal)
Carlos_Molina_(politician) New_Progressive_Party_of_Puerto_Rico
Carlos_Moorhead Republican_Party_(United_States)
Carlos_Morales_Troncoso Social_Christian_Reformist_Party
Carlos_Moreno_de_Caro Let_the_Moreno_Play_Movement
Carlos_Mota_Pinto Social_Democratic_Party_(Portugal)
Carlos_Méndez_Martínez New_Progressive_Party_of_Puerto_Rico
Carlos_Ominami Partido_Socialista_de_Chile
Carlos_Ozores Democratic_Revolutionary_Party
Carlos_P._Garcia Nacionalista_Party_(Philippines)
Carlos_Pagán New_Progressive_Party_of_Puerto_Rico
Carlos_Pascual_(diplomat) Democratic_Party_(United_States)
Carlos_Pellegrini National_Autonomist_Party
Carlos_Perdomo United_Democratic_Party_(Belize)
Carlos_Pesquera New_Progressive_Party_of_Puerto_Rico
Carlos_Pizarro_Leongómez AD/M-19
Carlos_Prats Independent_politician
Carlos_Prío_Socarrás Partido_Auténtico
Carlos_R._Imperial Independent_(politician)
Carlos_R._Imperial Nacionalista_Party
Carlos_R._Imperial Lakas–CMD_(1991)
Carlos_R._Imperial Kilusang_Bagong_Lipunan
Carlos_Ramirez-Rosa Democratic_Party_(United_States)
Carlos_Raúl_Contín Radical_Civic_Union
Carlos_Reutemann__Carlos_Reutemann__1 Justicialist_Party
Carlos_Rivas_Quiñones Popular_Democratic_Party_(Puerto_Rico)
Carlos_Roberto_Flores Liberal_Party_of_Honduras
Carlos_Roberto_Reina Liberal_Party_of_Honduras
Carlos_Rodado_Noriega Colombian_Conservative_Party
Carlos_Rodríguez_Mateo New_Progressive_Party_of_Puerto_Rico
Carlos_Rojas_Pavez Radical_Party_(Chile)
Carlos_Romero_Barceló Popular_Democratic_Party_of_Puerto_Rico
Carlos_Romero_Barceló New_Progressive_Party_of_Puerto_Rico
Carlos_Rovira Justicialist_Party
Carlos_Ruckauf Justicialist_Party
Carlos_S._Camacho Democratic_Party_(United_States)
Carlos_S._Quirós Democratic_Party_(United_States)
Carlos_S._Quirós New_Progressive_Party_of_Puerto_Rico
Carlos_Saladrigas_Zayas Popular_Socialist_Party_(Cuba)
Carlos_Salazar_(Argentine_politician) Republican_Force_Tucumán
Carlos_Salinas_de_Gortari Institutional_Revolutionary_Party
Carlos_Sanz_de_Santamaría Colombian_Liberal_Party
Carlos_Solchaga_Catalán Socialist_Party_(Spain)
Carlos_Soria Front_for_Victory
Carlos_Soria Justicialist_Party
Carlos_Spaht Democratic_Party_(United_States)
Carlos_Tello_Macías Institutional_Revolutionary_Party
Carlos_Toledo_Plata National_Popular_Alliance
Carlos_Tomada Justicialist_Party
Carlos_Truan Democratic_Party_(United_States)
Carlos_Trujillo Republican_Party_(United_States)
Carlos_Uresti Democratic_Party_(United_States)
Carlos_Vargas_Ferrer Popular_Democratic_Party_of_Puerto_Rico
Carlos_Veiga Movement_for_Democracy_(Cape_Verde)
Carlos_Verna Justicialist_Party
Carlos_Vizcarrondo Popular_Democratic_Party_of_Puerto_Rico
Carlos_Vélez_Rieckehoff Puerto_Rican_Nationalist_Party
Carlos_Álvarez_(mayor) Republican_Party_(United_States)
Carlos_Álvarez_(politician) Front_for_Victory
Carlos_Álvarez_(politician) Front_for_a_Country_in_Solidarity
Carlton_Brandaga_Curtis Republican_Party_(United_States)
Carlton_Davidson Republican_Party_(United_States)
Carlton_Day_Reed_Jr. Maine_Democratic_Party
Carlton_Skinner Democratic_Party_(United_States)
Carly_Fiorina Republican_Party_(United_States)
Carly_Melin Minnesota_Democratic–Farmer–Labor_Party
Carlyle_Begay Democratic_Party_(United_States)
Carlyle_Begay Republican_Party_(United_States)
Carlyon_Bellairs Liberal_Party_(UK)
Carman_A._Newcomb Republican_Party_(United_States)
Carman_McClelland Ontario_Liberal_Party
Carman_McClelland Ontario_Progressive_Conservative_Party
Carme_Chacón Spanish_Socialist_Workers'_Party
Carme_Figueras Partit_dels_Socialistes_de_Catalunya
Carme_Forcadell Republican_Left_of_Catalonia
Carme_Forcadell Together_for_the_Yes
Carme_Laura_Gil Convergència_i_Unió
Carmel_Eliash Gahal
Carmel_Hanna Social_Democratic_and_Labour_Party
Carmel_Sepuloni New_Zealand_Labour_Party
Carmel_Sirianni Republican_Party_(United_States)
Carmel_Tebbutt Australian_Labor_Party
Carmel_Zollo Australian_Labor_Party
Carmelo_Abela Partit_Laburista
Carmelo_Garcia Democratic_Party_(United_States)
Carmelo_Mifsud_Bonnici Partit_Nazzjonalista
Carmelo_Ríos_Santiago New_Progressive_Party_of_Puerto_Rico
Carmen_Berríos New_Progressive_Party_of_Puerto_Rico
Carmen_Chu Democratic_Party_(United_States)
Carmen_E._Arroyo Democratic_Party_(United_States)
Carmen_Juneau Quebec_Liberal_Party
Carmen_Lawrence Australian_Labor_Party
Carmen_Luz_Berríos New_Progressive_Party_of_Puerto_Rico
Carmen_M._Amedori Republican_Party_(United_States)
Carmen_Meléndez United_Socialist_Party_of_Venezuela
Carmen_Ortiz Democratic_Party_(United_States)
Carmen_Pereira African_Party_for_the_Independence_of_Guinea_and_Cape_Verde
Carmen_Provenzano Liberal_Party_of_Canada
Carmen_Romero_López Spanish_Socialist_Workers_Party
Carmen_Yulín_Cruz Popular_Democratic_Party_of_Puerto_Rico
Carmencita_Reyes Lakas–CMD_(1991)
Carmencita_Reyes Liberal_Party_(Philippines)
Carmencita_Reyes Kilusang_Bagong_Lipunan
Carmencita_Reyes Bigkis_Pinoy
Carmi_Thompson United_States_Republican_Party
Carmine_Boal Republican_Party_of_Iowa
Carmine_DeSapio Democratic_Party_(United_States)
Carmine_Gentile Democratic_Party_(United_States)
Carmine_Mowbray Republican_Party_(United_States)
Carmona_Rodrigues Social_Democratic_Party_(Portugal)
Carol-Ann_Schindel Republican_Party_(United_States)
Carol_A._Donovan Democratic_Party_(United_States)
Carol_Aichele Republican_Party_(United_States)
Carol_Alvarado Democratic_Party_(United_States)
Carol_Ammons Democratic_Party_(United_States)
Carol_Anne_Haley Liberal_Party_of_Newfoundland_and_Labrador
Carol_Baird_Ellan New_Democratic_Party_(Canada)
Carol_Beaumont New_Zealand_Labour_Party
Carol_Berman Democratic_Party_(United_States)
Carol_Brown_(politician) Australian_Labor_Party
Carol_Browner Democratic_Party_(United_States)
Carol_Campbell_(politician) Democratic_Party_(United_States)
Carol_Carson Saskatchewan_New_Democratic_Party
Carol_Chumney Democratic_Party_(United_States)
Carol_Gregory Democratic_Party_(United_States)
Carol_Haley Progressive_Conservative_Association_of_Alberta
Carol_Hanson Republican_Party_(United_States)
Carol_Hudkins Republican_Party_(United_States)
Carol_Hughes_(politician) New_Democratic_Party
Carol_Johnson Labor_Party_(UK)
Carol_Juneau Democratic_Party_(United_States)
Carol_Liu California_Democratic_Party
Carol_Los_Mansmann Republican_Party_(United_States)
Carol_Martin_(politician) Australian_Labor_Party
Carol_Mather Conservative_Party_(UK)
Carol_McCain United_States_Republican_Party
Carol_McElwee Maine_Republican_Party
Carol_McFarlane Republican_Party_of_Minnesota
Carol_Miller_(politician) Republican_Party_(United_States)
Carol_Mitchell Ontario_Liberal_Party
Carol_Molnau Republican_Party_(United_States)
Carol_Monaghan Scottish_National_Party
Carol_Moseley_Braun Democratic_Party_(United_States)
Carol_Nolan Sinn_Féin
Carol_Roessler Republican_Party_(United_States)
Carol_Ronen Democratic_Party_(United_States)
Carol_Ruth_Silver Democratic_Party_(United_States)
Carol_Schrager Democratic_Party_(United_States)
Carol_Schwartz Independent_(politician)
Carol_Schwartz Republican_Party_(United_States)
Carol_Sente Democratic_Party_(United_States)
Carol_Shea-Porter Democratic_Party_(United_States)
Carol_Skelton Conservative_Party_of_Canada
Carol_Springer United_States_Republican_Party
Carol_Vita Republican_Party_(United_States)
Carol_Weston_(politician) Maine_Republican_Party
Carol_Williams_(politician) Democratic_Party_(United_States)
Carola_Schouten ChristianUnion
Carole-Marie_Allard Liberal_Party_of_Canada
Carole_A._Rubley Republican_Party_(United_States)
Carole_Freeman Bloc_Québécois
Carole_Hillard Republican_Party_(United_States)
Carole_Jacques Progressive_Conservative_Party_of_Canada
Carole_James British_Columbia_New_Democratic_Party
Carole_Keeton_Strayhorn Independent_politician
Carole_Keeton_Strayhorn Republican_Party_(United_States)
Carole_Lavallée Bloc_Québécois
Carole_Marple Australian_Labor_Party
Carole_Migden Democratic_Party_(United_States)
Carole_Murray Republican_Party_(United_States)
Carole_Pankau Republican_Party_(United_States)
Carole_Poirier Parti_Québécois
Carole_Taylor British_Columbia_Liberal_Party
Carole_Ward_Allen Democratic_Party_(United_States)
Carolene_Mays Democratic_Party_(United_States)
Carolina_Correa_Londoño National_Popular_Alliance
Carolina_Isakson_Proctor Colombian_Liberal_Party
Carolina_Monroy_del_Mazo Institutional_Revolutionary_Party
Carolina_Punset Citizens_(Spanish_political_party)
Caroline_Ansell Conservative_Party_(UK)
Caroline_Bourgeois Vision_Montréal
Caroline_Bright Democratic_Party_(United_States)
Caroline_C._Hunter Republican_Party_(United_States)
Caroline_Casagrande Republican_Party_(United_States)
Caroline_Cochrane-Johnson Consensus_government
Caroline_Cox,_Baroness_Cox Cross-bencher
Caroline_Cox,_Baroness_Cox Conservative_Party_(UK)
Caroline_Dinenage Conservative_Party_(UK)
Caroline_Fayard Democratic_Party_(United_States)
Caroline_Flint Labour_Party_(UK)
Caroline_Ganley Labour_Co-operative
Caroline_Ganley Labor_Party_(UK)
Caroline_Gennez Socialist_Party_–_Different
Caroline_Hogg Australian_Labor_Party
Caroline_Jones_(politician) UK_Independence_Party
Caroline_Kennedy Democratic_Party_(United_States)
Caroline_Le_Couteur Australian_Greens
Caroline_Love_Goodwin_O'Day Democratic_Party_(United_States)
Caroline_Lucas Green_Party_of_England_and_Wales
Caroline_Lucas Green_Party_(UK)
Caroline_Mécary Europe_Ecology_–_The_Greens
Caroline_Nilsson_Troy Republican_Party_(United_States)
Caroline_Nokes Conservative_Party_(UK)
Caroline_Pidgeon Liberal_Democrats
Caroline_Russell Green_Party_of_England_and_Wales
Caroline_Simard Quebec_Liberal_Party
Caroline_Spelman Conservative_Party_(UK)
Caroline_St-Hilaire Bloc_Québécois
Caroline_St-Hilaire Action_Longueuil
Caroline_Webster_Schermerhorn_Astor Republican_Party_(United_States)
Carolle_de_Ste._Croix Liberal_Party_of_New_Brunswick
Carolyn_Bennett Liberal_Party_of_Canada
Carolyn_Bertram Prince_Edward_Island_Liberal_Party
Carolyn_Bolivar-Getson Progressive_Conservative_Association_of_Nova_Scotia
Carolyn_Burton Australian_Labor_Party
Carolyn_Cheeks_Kilpatrick Democratic_Party_(United_States)
Carolyn_Coleman Republican_Party_(United_States)
Carolyn_Colvin Democratic_Party_(United_States)
Carolyn_Comitta Democratic_Party_(United_States)
Carolyn_Dykema Democratic_Party_(United_States)
Carolyn_Gilman Maine_Republican_Party
Carolyn_Goodman_(politician) Democratic_Party_(United_States)
Carolyn_H._Justice Republican_Party_(United_States)
Carolyn_H._Krause Republican_Party_(United_States)
Carolyn_Harris_(politician) Labour_Party_(UK)
Carolyn_Hugley Democratic_Party_(United_States)
Carolyn_J._B._Howard Democratic_Party_(United_States)
Carolyn_J._Krysiak Democratic_Party_(United_States)
Carolyn_Jakobsen Australian_Labor_Party
Carolyn_Laine Minnesota_Democratic–Farmer–Labor_Party
Carolyn_Leckie Scottish_Socialist_Party
Carolyn_Male Australian_Labor_Party
Carolyn_Maloney Democratic_Party_(United_States)
Carolyn_McCarthy Democratic_Party_(United_States)
Carolyn_McCarthy Republican_Party_(United_States)
Carolyn_McElfatrick Republican_Party_of_Minnesota
Carolyn_Meline Democratic_Party_(United_States)
Carolyn_Nelson_(politician) North_Dakota_Democratic-NPL_Party
Carolyn_Parrish Independent_(politician)
Carolyn_Pickles_(politician) Australian_Labor_Party
Carolyn_Pollan Republican_Party_(United_States)
Carolyn_Squires Democratic_Party_(United_States)
Carolyn_Stewart-Olsen Conservative_Party_of_Canada
Carolyn_Thompson_Taylor Democratic_Party_(United_States)
Carolyn_Tomei Democratic_Party_(United_States)
Carrie_Hessler-Radelet Democratic_Party_(United_States)
Carrie_P._Meek Democratic_Party_(United_States)
Carrie_Ruud Republican_Party_of_Minnesota
Carrie_Woerner Democratic_Party_(United_States)
Carrington_T._Marshall United_States_Republican_Party
Carrol_Bramich Australian_Labor_Party
Carroll_A._Campbell_Jr. Republican_Party_(United_States)
Carroll_D._Kearns Republican_Party_(United_States)
Carroll_E._Lanier Democratic_Party_(United_States)
Carroll_Gartin Democratic_Party_(United_States)
Carroll_Gibson Republican_Party_(United_States)
Carroll_Hollensworth Democratic_Party_(United_States)
Carroll_Hubbard Democratic_Party_(United_States)
Carroll_Leavell Republican_Party_(United_States)
Carroll_S._Page United_States_Republican_Party
Carroll_Sheehan Republican_Party_(United_States)
Carryn_Sullivan Australian_Labor_Party
Carson_Ross Republican_Party_(United_States)
Carson_W._%22Bill%22_Beck Democratic_Party_(United_States)
Carson_Wen Democratic_Alliance_for_the_Betterment_and_Progress_of_Hong_Kong
Carson_Wen Hong_Kong_Progressive_Alliance
Carsten_Linnemann Christian_Democratic_Union_(Germany)
Carsten_Schneider Social_Democratic_Party_of_Germany
Carsten_Sieling Social_Democratic_Party_of_Germany
Carte_Goodwin Democratic_Party_(United_States)
Carter_Casteel Republican_Party_(United_States)
Carter_Glass Democratic_Party_(United_States)
Carter_Harrison_Jr. Democratic_Party_(United_States)
Carter_Harrison_Sr. Democratic_Party_(United_States)
Carty_Finkbeiner Democratic_Party_(United_States)
Carty_Salmon Nationalist_Party_of_Australia
Carty_Salmon Protectionist_Party
Carty_Salmon Commonwealth_Liberal_Party
Carwyn_Jones Welsh_Labour
Cary_A._Hardee Democratic_Party_(United_States)
Cary_Condotta Republican_Party_(United_States)
Cary_D._Allred Republican_Party_(United_States)
Cary_G._Peterson Republican_Party_(United_States)
Cary_Kennedy Democratic_Party_(United_States)
Cary_Pigman Republican_Party_(United_States)
Cary_Smith_(politician) Republican_Party_(United_States)
Caryn_Tyson Republican_Party_(United_States)
Carál_Ní_Chuilín Sinn_Féin
Case_Broderick Republican_Party_(United_States)
Casey_Cagle Republican_Party_(United_States)
Casey_Guernsey Republican_Party_(United_States)
Casey_Jones_(politician) Democratic_Party_(United_States)
Casey_Kozlowski Republican_Party_(United_States)
Casey_O._Anderson Republican_Party_(United_States)
Casey_Schreiner Democratic_Party_(United_States)
Casildo_Maldaner Brazilian_Democratic_Movement_Party
Casimir_Kendziorski Democratic_Party_(United_States)
Casimir_Pierre_Périer Orléanist
Casimiro_Berenguer Puerto_Rican_Nationalist_Party
Casmer_P._Ogonowski Michigan_Democratic_Party
Caspar_Bowden Labour_Party_(UK)
Caspar_Weinberger Republican_Party_(United_States)
Casper_R._Taylor_Jr. Democratic_Party_(United_States)
Cass_Ballenger Republican_Party_(United_States)
Cass_Sunstein Democratic_Party_(United_States)
Cassel_Mathale African_National_Congress
Cassim_Chilumpha People's_Party_(Malawi)
Cassim_Faizal Sri_Lanka_Muslim_Congress
Cassius_Aurelius_Boone Democratic_Party_(United_States)
Cassius_Marcellus_Clay_(politician) Liberal_Republican_Party_(United_States)
Cassius_Marcellus_Clay_(politician) Republican_Party_(United_States)
Cassius_McDonald_Barnes United_States_Republican_Party
Cassy_O'Connor Tasmanian_Greens
Casten_Nemra Independent_politician
Cat_Doucet Democratic_Party_(United_States)
Cat_Smith Labour_Party_(UK)
Cate_Faehrmann Greens_New_South_Wales
Cate_Molloy Independent_politician
Cate_Molloy__Australia-Labor-politician-stub__1 Australian_Labor_Party
Caterina_Mieras Partit_dels_Socialistes_de_Catalunya
Cathal_Boylan Sinn_Féin
Cathal_Goulding Workers'_Party_of_Ireland
Cathal_Goulding Official_Sinn_Féin
Cathal_Ó_hOisín Sinn_Féin
Catharina_Elmsäter-Svärd Moderate_Party
Catharine_Baker California_Republican_Party
Catharine_Young Republican_Party_(United_States)
Cathay_Wagantall Conservative_Party_of_Canada
Catherine_Ardagh Fianna_Fáil
Catherine_Ashton Labour_Party_(UK)
Catherine_Baker_Knoll Democratic_Party_(United_States)
Catherine_Bearder Liberal_Democrats
Catherine_Boursier Socialist_Party_(France)
Catherine_Byrne Fine_Gael
Catherine_C._Ceips Republican_Party_(United_States)
Catherine_Callbeck Liberal_Party_of_Canada
Catherine_Chichak Progressive_Conservative_Association_of_Alberta
Catherine_Cloutier Republican_Party_(United_States)
Catherine_Colonna Union_for_a_Popular_Movement
Catherine_Connolly Independent_politician
Catherine_Cool_Rumsey Democratic_Party_(United_States)
Catherine_Cortez_Masto Democratic_Party_(United_States)
Catherine_Cusack_(politician) Liberal_Party_of_Australia
Catherine_D._Kimball Independent_(politics)
Catherine_D._Kimball Democratic_Party_(United_States)
Catherine_Delahunty Green_Party_of_Aotearoa_New_Zealand
Catherine_Deroche Union_for_a_Popular_Movement
Catherine_Dorris_Norrell Democratic_Party_(United_States)
Catherine_Dumas Union_for_a_Popular_Movement
Catherine_E._Pugh Democratic_Party_(United_States)
Catherine_Fife Ontario_New_Democratic_Party
Catherine_Hanaway Republican_Party_(United_States)
Catherine_J._Bell New_Democratic_Party
Catherine_J._Melchert United_States_Democratic_Party
Catherine_King_(politician) Australian_Labor_Party
Catherine_L._Barrett Democratic_Party_(United_States)
Catherine_Lemorton Socialist_Party_(France)
Catherine_Martin_(politician) Green_Party_(Ireland)
Catherine_Mayer Women's_Equality_Party
Catherine_McKenna Liberal_Party_of_Canada
Catherine_McKinnell Labour_Party_(UK)
Catherine_Miranda Democratic_Party_(United_States)
Catherine_Morissette Action_démocratique_du_Québec
Catherine_Murphy_(politician) Social_Democrats_(Ireland)
Catherine_Nolan Democratic_Party_(United_States)
Catherine_Noone Fine_Gael
Catherine_Néris Socialist_Party_(France)
Catherine_Picard French_Socialist_Party
Catherine_Procaccia The_Republicans_(France)
Catherine_Procaccia Union_for_a_Popular_Movement
Catherine_Quéré Socialist_Party_(France)
Catherine_Samba-Panza Independent_politician
Catherine_Seeley Sinn_Féin
Catherine_Small_Long Democratic_Party_(United_States)
Catherine_Stewart New_Zealand_Labour_Party
Catherine_Stihler Labour_Party_(UK)
Catherine_Tasca Socialist_Party_(France)
Catherine_Thomas Welsh_Labour_Party
Catherine_Tizard New_Zealand_Labour_Party
Catherine_Trautmann Socialist_Party_(France)
Catherine_Troendle Union_for_a_Popular_Movement
Catherine_Vautrin The_Republicans_(France)
Catherine_West Labour_Party_(UK)
Cathie_Craigie Scottish_Labour_Party
Cathleen_Galgiani California_Democratic_Party
Cathlene_Labuschagne Democratic_Alliance_(South_Africa)
Cathrynn_Brown Republican_Party_(United_States)
Cathy_Bakewell,_Baroness_Bakewell_of_Hardington_Mandeville Liberal_Democrats
Cathy_Bennett Liberal_Party_of_Newfoundland_and_Labrador
Cathy_Breen Maine_Democratic_Party
Cathy_Cochran Republican_Party_(United_States)
Cathy_Connolly Democratic_Party_(United_States)
Cathy_Cox Democratic_Party_(United_States)
Cathy_Cox_(Canadian_politician) Progressive_Conservative_Party_of_Manitoba
Cathy_Crowe Ontario_New_Democratic_Party
Cathy_Dahlquist Republican_Party_(United_States)
Cathy_Giessel Republican_Party_(United_States)
Cathy_Hudgins Democratic_Party_(United_States)
Cathy_Jamieson Scottish_Labour_Party
Cathy_McGowan_(politician) Independent_(politician)
Cathy_McLeod Conservative_Party_of_Canada
Cathy_McMorris_Rodgers Republican_Party_(United_States)
Cathy_Mitchell Democratic_Party_(United_States)
Cathy_Muñoz Republican_Party_(United_States)
Cathy_O'Toole Australian_Labor_Party
Cathy_Olesen Progressive_Conservative_Association_of_Alberta
Cathy_Osten Democratic_Party_(United_States)
Cathy_Peattie Scottish_Labour_Party
Cathy_Rogers_(politician) New_Brunswick_Liberal_Association
Cathy_Sproule Saskatchewan_New_Democratic_Party
Cathy_Tilton Republican_Party_(United_States)
Cathy_Ubels-Veen Anti-Revolutionary_Party
Cathy_Ubels-Veen Christian_Democratic_Appeal
Cathy_Ubels-Veen Evangelical_People's_Party_(Netherlands)
Cathy_Vitale Republican_Party_(United_States)
Cathy_Zoi Democratic_Party_(United_States)
Catiuscia_Marini Democratic_Party_(Italy)
Catriona_Bhatia Liberal_Democrats
Catryna_Bilyk Australian_Labor_Party
Cave_Johnson Democratic_Party_(United_States)
Cavit_Çağlar True_Path_Party_(Turkey)
Cayo_Lara Communist_Party_of_Spain
Cearbhall_Ó_Dálaigh Fianna_Fáil
Cec_Carey National_Party_of_Australia
Cec_Purves Independent_(politician)
Ceci_Velasquez Democratic_Party_(United_States)
Cecil_B._DeMille Republican_Party_(United_States)
Cecil_Bell_Jr. Republican_Party_(United_States)
Cecil_Bothwell Independent_politician
Cecil_Bothwell Democratic_Party_(United_States)
Cecil_Brown_(Mississippi_politician) Democratic_Party_(United_States)
Cecil_C._Lowe Democratic_Party_(United_States)
Cecil_Cathers Progressive_Conservative_Party_of_Canada
Cecil_Clarke Progressive_Conservative_Association_of_Nova_Scotia
Cecil_Clinkard United_Party_(New_Zealand)
Cecil_Cochrane Liberal_Party_(UK)
Cecil_D._Andrus Democratic_Party_(United_States)
Cecil_Dolecheck Republican_Party_of_Iowa
Cecil_Elphinstone Nationalist_Party_of_Australia
Cecil_F._White Democratic_Party_(United_States)
Cecil_Foljambe,_1st_Earl_of_Liverpool Liberal_Party_(UK)
Cecil_Grenfell Liberal_Party_(UK)
Cecil_H._Underwood United_States_Republican_Party
Cecil_Hanbury Conservative_Party_(UK)
Cecil_Harmsworth,_1st_Baron_Harmsworth Liberal_Party_(UK)
Cecil_Heftel Democratic_Party_(United_States)
Cecil_Hincks Liberal_and_Country_League
Cecil_J._Picard Democratic_Party_(United_States)
Cecil_Jesson Australian_Labor_Party
Cecil_K._Carter_Jr. Democratic_Party_(United_States)
Cecil_L._Alexander Democratic_Party_(United_States)
Cecil_Manning Labor_Party_(UK)
Cecil_Monro United_Australia_Party
Cecil_Murphy Australian_Labor_Party
Cecil_Norton,_1st_Baron_Rathcreedan Liberal_Party_(UK)
Cecil_O'Donnell Progressive_Conservative_Association_of_Nova_Scotia
